date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:22:59	2665/2665	---M--	200	added ('OK')	application/json	date:Tue,%2003%20Sep%202024%2019:56:56%20GMT	https://swiftpostattorneys.com/en/wp-json/oembed/1.0/embed0ce4.json?url=https%3A%2F%2Fswiftpostattorneys.com%2Four-services%2Fpersonal-injury-attorney%2F	./swiftpost_copy/swiftpostattorneys.com/en/wp-json/oembed/1.0/embed0ce4781f.json	(from https://swiftpostattorneys.com/en/our-services/personal-injury-attorney/index.html)
07:22:59	2771/2771	---M--	200	added ('OK')	text/html	date:Tue,%2003%20Sep%202024%2019:56:58%20GMT	https://swiftpostattorneys.com/en/wp-json/oembed/1.0/embed8f94?url=https%3A%2F%2Fswiftpostattorneys.com%2Four-services%2Fpersonal-injury-attorney%2F&format=xml	./swiftpost_copy/swiftpostattorneys.com/en/wp-json/oembed/1.0/embed8f94c158.html	(from https://swiftpostattorneys.com/en/our-services/personal-injury-attorney/index.html)
07:23:00	68348/68348	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Sep%202024%2018:26:42%20GMT	https://swiftpostattorneys.com/en/our-services/personal-injury-attorney/img.html	./swiftpost_copy/swiftpostattorneys.com/en/our-services/personal-injury-attorney/img.html	(from https://swiftpostattorneys.com/en/our-services/personal-injury-attorney/index.html)
07:23:00	673/673	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2006:41:58%20GMT	https://swiftpostattorneys.com/en/index4170.html?p=43	./swiftpost_copy/swiftpostattorneys.com/en/index41704170.html	(from https://swiftpostattorneys.com/en/our-services/estate-planning-attorney/index.html)
07:23:00	2663/2663	---M--	200	added ('OK')	application/json	date:Tue,%2003%20Sep%202024%2019:56:58%20GMT	https://swiftpostattorneys.com/en/wp-json/oembed/1.0/embedc3c6.json?url=https%3A%2F%2Fswiftpostattorneys.com%2Four-services%2Festate-planning-attorney%2F	./swiftpost_copy/swiftpostattorneys.com/en/wp-json/oembed/1.0/embedc3c66b73.json	(from https://swiftpostattorneys.com/en/our-services/estate-planning-attorney/index.html)
07:23:01	2769/2769	---M--	200	added ('OK')	text/html	date:Tue,%2003%20Sep%202024%2019:57:00%20GMT	https://swiftpostattorneys.com/en/wp-json/oembed/1.0/embededaa?url=https%3A%2F%2Fswiftpostattorneys.com%2Four-services%2Festate-planning-attorney%2F&format=xml	./swiftpost_copy/swiftpostattorneys.com/en/wp-json/oembed/1.0/embededaab259.html	(from https://swiftpostattorneys.com/en/our-services/estate-planning-attorney/index.html)
07:23:01	68348/68348	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Sep%202024%2018:26:40%20GMT	https://swiftpostattorneys.com/en/our-services/estate-planning-attorney/img.html	./swiftpost_copy/swiftpostattorneys.com/en/our-services/estate-planning-attorney/img.html	(from https://swiftpostattorneys.com/en/our-services/estate-planning-attorney/index.html)
07:23:02	691/691	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2006:41:58%20GMT	https://swiftpostattorneys.com/en/index49b1.html?p=44	./swiftpost_copy/swiftpostattorneys.com/en/index49b149b1.html	(from https://swiftpostattorneys.com/en/our-services/estate-clearance-probate-attorney/index.html)
07:23:02	2720/2720	---M--	200	added ('OK')	application/json	date:Tue,%2003%20Sep%202024%2019:56:56%20GMT	https://swiftpostattorneys.com/en/wp-json/oembed/1.0/embed428c.json?url=https%3A%2F%2Fswiftpostattorneys.com%2Four-services%2Festate-clearance-probate-attorney%2F	./swiftpost_copy/swiftpostattorneys.com/en/wp-json/oembed/1.0/embed428c1b96.json	(from https://swiftpostattorneys.com/en/our-services/estate-clearance-probate-attorney/index.html)
07:23:02	2823/2823	---M--	200	added ('OK')	text/html	date:Tue,%2003%20Sep%202024%2019:56:58%20GMT	https://swiftpostattorneys.com/en/wp-json/oembed/1.0/embed8316?url=https%3A%2F%2Fswiftpostattorneys.com%2Four-services%2Festate-clearance-probate-attorney%2F&format=xml	./swiftpost_copy/swiftpostattorneys.com/en/wp-json/oembed/1.0/embed8316b4fa.html	(from https://swiftpostattorneys.com/en/our-services/estate-clearance-probate-attorney/index.html)
07:23:03	68348/68348	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Sep%202024%2018:26:38%20GMT	https://swiftpostattorneys.com/en/our-services/estate-clearance-probate-attorney/img.html	./swiftpost_copy/swiftpostattorneys.com/en/our-services/estate-clearance-probate-attorney/img.html	(from https://swiftpostattorneys.com/en/our-services/estate-clearance-probate-attorney/index.html)
07:23:03	667/667	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2006:41:58%20GMT	https://swiftpostattorneys.com/en/index5e74.html?p=45	./swiftpost_copy/swiftpostattorneys.com/en/index5e745e74.html	(from https://swiftpostattorneys.com/en/our-services/guardianship-attorney/index.html)
07:23:03	2647/2647	---M--	200	added ('OK')	application/json	date:Tue,%2003%20Sep%202024%2019:56:58%20GMT	https://swiftpostattorneys.com/en/wp-json/oembed/1.0/embedc805.json?url=https%3A%2F%2Fswiftpostattorneys.com%2Four-services%2Fguardianship-attorney%2F	./swiftpost_copy/swiftpostattorneys.com/en/wp-json/oembed/1.0/embedc805158e.json	(from https://swiftpostattorneys.com/en/our-services/guardianship-attorney/index.html)
07:23:03	2753/2753	---M--	200	added ('OK')	text/html	date:Tue,%2003%20Sep%202024%2019:56:58%20GMT	https://swiftpostattorneys.com/en/wp-json/oembed/1.0/embed7ce3?url=https%3A%2F%2Fswiftpostattorneys.com%2Four-services%2Fguardianship-attorney%2F&format=xml	./swiftpost_copy/swiftpostattorneys.com/en/wp-json/oembed/1.0/embed7ce3501a.html	(from https://swiftpostattorneys.com/en/our-services/guardianship-attorney/index.html)
07:23:04	68348/68348	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Sep%202024%2018:26:42%20GMT	https://swiftpostattorneys.com/en/our-services/guardianship-attorney/img.html	./swiftpost_copy/swiftpostattorneys.com/en/our-services/guardianship-attorney/img.html	(from https://swiftpostattorneys.com/en/our-services/guardianship-attorney/index.html)
07:23:04	645/645	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2006:41:58%20GMT	https://swiftpostattorneys.com/en/index261b.html?p=190	./swiftpost_copy/swiftpostattorneys.com/en/index261b261b.html	(from https://swiftpostattorneys.com/en/our-services/elder-law/index.html)
07:23:04	2581/2581	---M--	200	added ('OK')	application/json	date:Tue,%2003%20Sep%202024%2019:56:58%20GMT	https://swiftpostattorneys.com/en/wp-json/oembed/1.0/embed9e0c.json?url=https%3A%2F%2Fswiftpostattorneys.com%2Four-services%2Felder-law%2F	./swiftpost_copy/swiftpostattorneys.com/en/wp-json/oembed/1.0/embed9e0c8f6d.json	(from https://swiftpostattorneys.com/en/our-services/elder-law/index.html)
07:23:05	2687/2687	---M--	200	added ('OK')	text/html	date:Tue,%2003%20Sep%202024%2019:56:56%20GMT	https://swiftpostattorneys.com/en/wp-json/oembed/1.0/embed176b?url=https%3A%2F%2Fswiftpostattorneys.com%2Four-services%2Felder-law%2F&format=xml	./swiftpost_copy/swiftpostattorneys.com/en/wp-json/oembed/1.0/embed176b24b6.html	(from https://swiftpostattorneys.com/en/our-services/elder-law/index.html)
